,cod_cliente,primeiro_nome_x,ultimo_nome_x,email_x,tipo_cliente,data_inclusao,cpfcnpj,data_nascimento_x,endereco_x,cep_x,cod_proposta,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,primeiro_nome_y,ultimo_nome_y,email_y,cpf,data_nascimento_y,endereco_y,cep_y,cod_agencia,nome,endereco,cidade,uf,data_abertura,tipo_agencia
401,483,Luiz Otávio,Rocha,caldeiramaria-fernanda@example.net,PF,2022-10-23 11:12:00 UTC,619.428.705-58,1946-12-09,"Feira Monteiro, 47 Vila Nova 65931475 Castro / MA",29387-861,154.0,93.0,2015-10-03 20:23:11 UTC,0.024,12881.78247292812,23821.87,10940.08752707188,348.4799017743347,92.0,0.0,Validação documentos,Yuri,Silveira,barbarapereira@example.net,395.814.270-23,1980-09-09,"Campo de Silveira, 36 Bernadete 75409639 Barbosa / RN",48093646,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
402,505,Vitor Gabriel,Rocha,brunodas-neves@example.com,PF,2013-07-27 13:47:00 UTC,439.862.105-98,1986-05-26,"Condomínio de Ferreira, 4 Ermelinda 72207453 da Paz do Oeste / RO",15590730,1029.0,67.0,2012-12-18 00:49:39 UTC,0.0147,68002.71901587059,101077.39,33074.67098412941,1713.5321775873206,60.0,2.0,Enviada,Luiz Henrique,Lopes,davi-luiz75@example.net,538.697.210-30,1990-05-28,"Avenida Barros, 820 Vila Puc 71371716 da Paz / AM",95994401,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
403,802,Esther,Rocha,steixeira@example.org,PF,2015-11-05 11:08:00 UTC,670.251.398-40,2006-03-30,"Jardim de Pinto, 52 Bonsucesso 60509-385 da Luz de Correia / BA",64912-312,1211.0,97.0,2018-09-13 23:33:09 UTC,0.0238,14199.55171931184,24425.14,10225.588280688158,393.8587688524016,83.0,3.0,Aprovada,Nicolas,Cardoso,costajoao-miguel@example.net,897.605.341-93,1969-04-22,"Vereda Freitas, 46 Minas Brasil 80891-631 da Mata / CE",21980-775,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
404,818,Yago,Rocha,bruna38@example.com,PF,2021-05-08 12:31:00 UTC,654.789.301-48,1993-03-01,"Praça de Castro, 10 Gameleira 57583291 Martins / CE",22445-315,1681.0,76.0,2022-09-28 06:11:04 UTC,0.0176,69681.56914435633,120595.76,50914.190855643676,70907.96476129677,1.0,2.0,Enviada,Ana Júlia,Gomes,davi-luccacardoso@example.org,461.837.095-57,1985-09-13,"Viaduto Rezende, 33 Beira Linha 94699659 Fogaça do Oeste / RN",73793-541,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
405,818,Yago,Rocha,bruna38@example.com,PF,2021-05-08 12:31:00 UTC,654.789.301-48,1993-03-01,"Praça de Castro, 10 Gameleira 57583291 Martins / CE",22445-315,196.0,57.0,2017-03-14 21:57:22 UTC,0.0084,71001.67744064334,140713.99,69712.31255935665,1201.539580506075,82.0,5.0,Validação documentos,Lucca,Lopes,das-nevesmaria-fernanda@example.org,697.351.804-48,1966-02-21,"Área de da Cunha, 52 Pantanal 27949-577 Barros / MT",04775-545,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
406,818,Yago,Rocha,bruna38@example.com,PF,2021-05-08 12:31:00 UTC,654.789.301-48,1993-03-01,"Praça de Castro, 10 Gameleira 57583291 Martins / CE",22445-315,1553.0,89.0,2021-06-16 00:39:39 UTC,0.0225,118432.91822924843,218435.54,100002.62177075158,3177.190395703728,82.0,2.0,Validação documentos,Camila,Cardoso,silveiradaniela@example.org,461.203.589-51,1965-10-21,"Rodovia de Nogueira, 37 União 95858-378 das Neves / AM",65408-812,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
407,66,Eduardo,Sales,eloahbarbosa@example.org,PF,2021-05-19 13:18:00 UTC,917.624.538-19,1953-05-13,"Viela Silveira, 47 Alípio De Melo 29229921 Freitas / AM",97949-601,539.0,24.0,2016-09-05 11:44:56 UTC,0.0192,119049.78252772024,165184.97,46135.187472279766,2661.011236428872,103.0,3.0,Aprovada,Vitória,Vieira,pedro-henrique56@example.org,572.340.961-16,1989-06-13,"Campo Bruno Melo, 3 São Jorge 1ª Seção 04133-564 Araújo de Pires / PE",92847600,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
408,66,Eduardo,Sales,eloahbarbosa@example.org,PF,2021-05-19 13:18:00 UTC,917.624.538-19,1953-05-13,"Viela Silveira, 47 Alípio De Melo 29229921 Freitas / AM",97949-601,1401.0,71.0,2019-02-15 00:02:45 UTC,0.0244,14279.959849100682,16877.2,2597.240150899319,989.746481270987,18.0,3.0,Em análise,Gabriela,Cardoso,arthur02@example.net,385.049.162-51,1967-07-13,"Colônia Thomas Viana, 918 Marajó 70771-248 Duarte / RJ",08566439,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
409,140,Cecília,Sales,moreiraana-carolina@example.net,PF,2015-02-10 13:47:00 UTC,062.451.389-06,2001-04-18,"Vale Sales, 7 Varzea Da Palma 08535-205 Cardoso de Nunes / TO",98230-713,451.0,78.0,2022-02-10 15:12:56 UTC,0.0145,16256.32814128432,28980.79,12724.46185871568,1145.7478342566965,16.0,4.0,Enviada,João Felipe,Ferreira,fernando53@example.org,369.428.710-87,1976-09-12,"Favela Barros, 28 Nazare 98329-395 Caldeira do Norte / GO",83982-409,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
410,140,Cecília,Sales,moreiraana-carolina@example.net,PF,2015-02-10 13:47:00 UTC,062.451.389-06,2001-04-18,"Vale Sales, 7 Varzea Da Palma 08535-205 Cardoso de Nunes / TO",98230-713,123.0,79.0,2020-10-08 21:02:16 UTC,0.022,93266.08184826653,142590.32,49324.23815173348,4890.026491821008,25.0,4.0,Aprovada,Pietro,da Mata,luiza18@example.net,241.395.068-06,1973-04-24,Passarela de Peixoto Distrito Industrial Do Jatoba 34288-743 da Mata Paulista / AM,04555518,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
411,140,Cecília,Sales,moreiraana-carolina@example.net,PF,2015-02-10 13:47:00 UTC,062.451.389-06,2001-04-18,"Vale Sales, 7 Varzea Da Palma 08535-205 Cardoso de Nunes / TO",98230-713,155.0,26.0,2010-08-10 14:49:13 UTC,0.0127,109902.5859044308,205505.77,95603.1840955692,1946.9052289712365,100.0,4.0,Em análise,Luiz Henrique,Rocha,rodriguesolivia@example.net,934.210.785-05,1974-06-03,"Alameda de Fogaça, 60 Araguaia 33543-326 Moraes de Santos / CE",26210551,7.0,Agência Digital,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2015-08-01,Digital
412,140,Cecília,Sales,moreiraana-carolina@example.net,PF,2015-02-10 13:47:00 UTC,062.451.389-06,2001-04-18,"Vale Sales, 7 Varzea Da Palma 08535-205 Cardoso de Nunes / TO",98230-713,947.0,73.0,2021-08-15 04:03:02 UTC,0.0105,137099.43229617106,184068.72,46969.28770382894,2501.9927890821,82.0,2.0,Validação documentos,Lucas Gabriel,da Costa,sophie99@example.net,749.536.012-70,1977-03-08,"Conjunto Melo, 64 Vila Nova Gameleira 3ª Seção 99419458 Duarte Alegre / AC",80265890,4.0,Agência Osasco,"Av. Antônio Carlos Costa, 1000 - Bela Vista, Osasco - SP, 06053-014",Osasco,SP,2013-11-06,Física
414,193,Ana Sophia,Sales,freitasheloisa@example.net,PF,2014-06-24 14:39:00 UTC,324.870.516-71,1978-04-10,"Via Lavínia Ferreira, 86 Parque São Pedro 66412-888 Aragão Alegre / CE",84050-003,491.0,49.0,2014-12-18 17:39:14 UTC,0.0153,69834.69002322374,126972.97,57138.279976776255,1335.561592294921,106.0,2.0,Enviada,Pietra,Caldeira,gustavo-henriquecastro@example.com,725.083.916-03,1977-08-06,"Travessa Laura Monteiro, 7 Grota 92672446 Porto / AL",36084-897,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
415,193,Ana Sophia,Sales,freitasheloisa@example.net,PF,2014-06-24 14:39:00 UTC,324.870.516-71,1978-04-10,"Via Lavínia Ferreira, 86 Parque São Pedro 66412-888 Aragão Alegre / CE",84050-003,1658.0,57.0,2013-12-26 07:07:03 UTC,0.0084,29155.840255590567,49624.09,20468.24974440943,398.453573304223,114.0,3.0,Enviada,Lucca,Lopes,das-nevesmaria-fernanda@example.org,697.351.804-48,1966-02-21,"Área de da Cunha, 52 Pantanal 27949-577 Barros / MT",04775-545,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
416,193,Ana Sophia,Sales,freitasheloisa@example.net,PF,2014-06-24 14:39:00 UTC,324.870.516-71,1978-04-10,"Via Lavínia Ferreira, 86 Parque São Pedro 66412-888 Aragão Alegre / CE",84050-003,372.0,1.0,2010-03-04 19:43:32 UTC,0.0103,128429.4335347538,248837.17,120407.7364652462,2846.0983805786705,61.0,3.0,Aprovada,Lorena,da Mata,luiz-felipefarias@example.org,843.201.579-23,1996-01-31,"Vereda da Rocha, 240 Vila Aeroporto 10668-659 Caldeira / MT",69097997,9.0,Agência Florianópolis,"Av. Jorn. Rubéns de Arruda Ramos, 1280 - Centro, Florianópolis - SC, 88015-700",Florianópolis,SC,2019-10-09,Física
417,193,Ana Sophia,Sales,freitasheloisa@example.net,PF,2014-06-24 14:39:00 UTC,324.870.516-71,1978-04-10,"Via Lavínia Ferreira, 86 Parque São Pedro 66412-888 Aragão Alegre / CE",84050-003,1463.0,97.0,2011-11-10 23:13:01 UTC,0.0116,8431.564222195959,16504.27,8072.705777804042,135.46270558463945,111.0,6.0,Aprovada,Nicolas,Cardoso,costajoao-miguel@example.net,897.605.341-93,1969-04-22,"Vereda Freitas, 46 Minas Brasil 80891-631 da Mata / CE",21980-775,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
418,345,Renan,Sales,joao-miguel93@example.net,PF,2017-12-08 13:24:00 UTC,684.097.531-20,1970-12-08,Estação Isis Costela Jardim América 48676310 Martins do Sul / TO,69493-799,1057.0,24.0,2018-12-02 11:26:32 UTC,0.0121,89573.81771175607,133208.94,43635.12228824394,1629.1282824091609,91.0,6.0,Aprovada,Vitória,Vieira,pedro-henrique56@example.org,572.340.961-16,1989-06-13,"Campo Bruno Melo, 3 São Jorge 1ª Seção 04133-564 Araújo de Pires / PE",92847600,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
419,544,Raquel,Sales,lorenzoazevedo@example.org,PF,2018-09-08 12:35:00 UTC,962.518.730-86,1971-10-29,Largo Yuri Melo Nova Cintra 53237-146 Araújo / MT,95017-932,668.0,56.0,2015-04-19 01:41:35 UTC,0.0141,52272.92295259979,88117.9,35844.97704740021,6955.47591685346,8.0,5.0,Aprovada,Julia,Pinto,jalves@example.org,734.206.859-47,1985-11-27,"Trecho Teixeira, 90 Vila Oeste 93070-834 Moraes Paulista / DF",71279-339,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
420,544,Raquel,Sales,lorenzoazevedo@example.org,PF,2018-09-08 12:35:00 UTC,962.518.730-86,1971-10-29,Largo Yuri Melo Nova Cintra 53237-146 Araújo / MT,95017-932,1666.0,21.0,2013-03-02 00:43:51 UTC,0.0239,64049.30184691954,106188.84,42139.53815308046,2124.057187645717,54.0,2.0,Em análise,Rafaela,Correia,vitor-hugosales@example.org,390.752.168-40,1973-03-24,"Chácara de Barbosa, 29 Engenho Nogueira 03345703 Cunha do Oeste / SP",03927-555,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
421,593,Maria Eduarda,Sales,paulomoraes@example.org,PF,2019-01-12 10:56:00 UTC,430.278.965-47,1943-04-04,"Morro Rezende, 72 Conjunto Capitão Eduardo 10739-282 das Neves / MT",26064-419,935.0,30.0,2018-05-25 03:45:13 UTC,0.0192,166721.96418930966,233975.8,67253.83581069033,3923.0617290161217,89.0,4.0,Enviada,Arthur,Almeida,joaquim97@example.org,057.264.198-20,1980-01-16,"Travessa Vitor Gabriel Silveira, 20 Granja Werneck 96535821 das Neves da Mata / AC",69196806,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
422,593,Maria Eduarda,Sales,paulomoraes@example.org,PF,2019-01-12 10:56:00 UTC,430.278.965-47,1943-04-04,"Morro Rezende, 72 Conjunto Capitão Eduardo 10739-282 das Neves / MT",26064-419,1528.0,99.0,2016-08-12 03:09:18 UTC,0.0123,137478.28403072228,241807.06,104328.77596927772,6210.284962428483,26.0,6.0,Aprovada,Fernando,Costela,osilveira@example.net,492.758.103-97,1963-11-24,"Praça de Duarte, 5 Santa Rosa 84418424 Cardoso de Carvalho / RO",15164977,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
423,593,Maria Eduarda,Sales,paulomoraes@example.org,PF,2019-01-12 10:56:00 UTC,430.278.965-47,1943-04-04,"Morro Rezende, 72 Conjunto Capitão Eduardo 10739-282 das Neves / MT",26064-419,1904.0,11.0,2019-02-02 09:43:10 UTC,0.0082,59032.849389112256,81907.29,22874.44061088773,807.6637332013225,112.0,6.0,Em análise,Camila,Moreira,enzo-gabrielduarte@example.com,263.589.174-55,1970-03-30,"Lago Evelyn Teixeira, 7 Pantanal 68026-096 Carvalho / SP",92857-785,9.0,Agência Florianópolis,"Av. Jorn. Rubéns de Arruda Ramos, 1280 - Centro, Florianópolis - SC, 88015-700",Florianópolis,SC,2019-10-09,Física
424,615,Vitória,Sales,dda-costa@example.com,PF,2021-06-11 16:02:00 UTC,567.094.218-30,1990-09-23,"Distrito Davi Lucca Novaes, 72 Horto Florestal 73320-109 Alves de Sales / AM",13709-647,191.0,10.0,2011-10-13 03:30:37 UTC,0.0116,120976.02837781086,241332.01,120355.98162218917,2329.0136520342776,80.0,1.0,Validação documentos,Vitor Hugo,Novaes,isisda-paz@example.org,187.053.296-12,1969-06-19,"Pátio Silveira, 48 Concórdia 02998-381 Moraes / SC",75796-270,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
425,680,Enzo,Sales,nathanrezende@example.org,PF,2016-08-07 12:18:00 UTC,935.627.401-07,1953-03-11,"Lagoa de Silveira, 52 Conjunto Jardim Filadélfia 51841-485 da Costa / GO",52737-030,1263.0,40.0,2021-10-08 21:00:11 UTC,0.0183,120055.61029153546,237277.28,117221.66970846454,3254.1936211966035,62.0,1.0,Em análise,Bryan,Peixoto,kgomes@example.com,047.931.256-70,1975-08-22,"Rodovia Leonardo da Cunha, 135 Ventosa 29667758 Moreira do Norte / AP",79262-228,8.0,Agência Jardins,"Av. Brg. Faria Lima, 2491 - Jardim Paulistano, São Paulo - SP, 01452-000",São Paulo,SP,2018-01-09,Física
426,758,João Miguel,Sales,brenda09@example.org,PF,2014-12-25 13:17:00 UTC,609.483.271-03,1956-11-15,"Viaduto Castro, 25 Grota 32361186 Almeida / ES",68408-718,749.0,92.0,2020-09-21 08:38:01 UTC,0.0131,27377.878955727458,37637.52,10259.641044272536,495.16110630938795,99.0,3.0,Validação documentos,Eduarda,Novaes,da-rochagustavo@example.com,961.452.703-06,1982-12-19,"Lagoa de Costa, 96 Conjunto Minas Caixa 87681-170 da Rosa / PE",54656-513,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
427,830,Paulo,Sales,emanuella07@example.net,PF,2018-01-11 14:07:00 UTC,472.935.086-38,2004-05-28,Alameda Stella Dias Pongelupe 02733-045 Cunha Alegre / MG,21494-484,469.0,88.0,2020-10-19 14:33:10 UTC,0.0211,4356.73768808429,8695.61,4338.87231191571,147.0346746951147,47.0,4.0,Validação documentos,João Gabriel,Lima,luiz-otaviorezende@example.org,967.082.451-67,1994-10-19,"Trevo Murilo Ramos, 92 São Benedito 73615-597 Moura da Mata / RR",24224-305,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
428,843,Maria Fernanda,Sales,piresdaniela@example.net,PF,2019-08-09 10:35:00 UTC,930.648.725-83,1969-10-13,Chácara Azevedo Vila Satélite 19973200 Costela de Pires / RJ,03740382,824.0,38.0,2011-08-09 00:28:33 UTC,0.0208,72284.2765296629,126768.15,54483.873470337116,4644.505707278032,19.0,2.0,Enviada,Luigi,Moraes,camposgiovanna@example.org,761.038.529-86,1981-02-15,"Condomínio Mirella da Conceição, 19 Petropolis 14916934 Lopes / PE",83417203,9.0,Agência Florianópolis,"Av. Jorn. Rubéns de Arruda Ramos, 1280 - Centro, Florianópolis - SC, 88015-700",Florianópolis,SC,2019-10-09,Física
429,843,Maria Fernanda,Sales,piresdaniela@example.net,PF,2019-08-09 10:35:00 UTC,930.648.725-83,1969-10-13,Chácara Azevedo Vila Satélite 19973200 Costela de Pires / RJ,03740382,814.0,75.0,2020-12-21 19:30:57 UTC,0.0194,79857.24098505509,106282.27,26425.02901494492,2207.03655561097,63.0,4.0,Enviada,Maria Fernanda,Ferreira,vitor-hugoribeiro@example.net,283.076.541-90,1978-07-13,"Ladeira de Nascimento, 359 Salgado Filho 60868-929 da Rosa / CE",01114-589,9.0,Agência Florianópolis,"Av. Jorn. Rubéns de Arruda Ramos, 1280 - Centro, Florianópolis - SC, 88015-700",Florianópolis,SC,2019-10-09,Física
430,843,Maria Fernanda,Sales,piresdaniela@example.net,PF,2019-08-09 10:35:00 UTC,930.648.725-83,1969-10-13,Chácara Azevedo Vila Satélite 19973200 Costela de Pires / RJ,03740382,1736.0,82.0,2013-08-22 10:24:07 UTC,0.0203,75089.46851237577,88448.2,13358.731487624233,2351.185284850505,52.0,5.0,Enviada,Mirella,Sales,pedro-miguelda-rocha@example.org,097.435.216-07,1967-11-13,Loteamento Monteiro Conjunto Bonsucesso 77655-152 Nogueira de Minas / MA,62738233,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
431,843,Maria Fernanda,Sales,piresdaniela@example.net,PF,2019-08-09 10:35:00 UTC,930.648.725-83,1969-10-13,Chácara Azevedo Vila Satélite 19973200 Costela de Pires / RJ,03740382,1017.0,1.0,2010-01-03 20:05:18 UTC,0.0228,76028.56336906801,138815.88,62787.31663093199,2024.7742212100216,86.0,6.0,Em análise,Lorena,da Mata,luiz-felipefarias@example.org,843.201.579-23,1996-01-31,"Vereda da Rocha, 240 Vila Aeroporto 10668-659 Caldeira / MT",69097997,9.0,Agência Florianópolis,"Av. Jorn. Rubéns de Arruda Ramos, 1280 - Centro, Florianópolis - SC, 88015-700",Florianópolis,SC,2019-10-09,Física
432,843,Maria Fernanda,Sales,piresdaniela@example.net,PF,2019-08-09 10:35:00 UTC,930.648.725-83,1969-10-13,Chácara Azevedo Vila Satélite 19973200 Costela de Pires / RJ,03740382,1624.0,18.0,2018-04-30 23:17:27 UTC,0.0197,136705.50371569183,170708.6,34003.09628430818,10615.306768765862,15.0,6.0,Validação documentos,Maria Vitória,Duarte,almeidacaroline@example.net,047.836.592-65,1963-12-24,"Setor Thiago da Rocha, 9 Independência 55260-908 Santos da Prata / PE",29043497,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
433,843,Maria Fernanda,Sales,piresdaniela@example.net,PF,2019-08-09 10:35:00 UTC,930.648.725-83,1969-10-13,Chácara Azevedo Vila Satélite 19973200 Costela de Pires / RJ,03740382,1576.0,66.0,2012-09-07 20:07:09 UTC,0.0131,142097.95470598165,227374.9,85276.94529401833,7783.880475397411,21.0,3.0,Validação documentos,Lívia,Rodrigues,estherdias@example.com,953.124.067-16,1992-02-27,"Praça Novaes, 93 Sion 55659988 Souza dos Dourados / SP",73034259,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
434,873,Isabelly,Sales,duartelais@example.org,PF,2021-05-25 15:15:00 UTC,105.892.673-02,1976-08-17,"Rua Kevin Santos, 39 Custodinha 73653949 Cavalcanti / BA",19148089,1366.0,20.0,2015-12-20 17:55:07 UTC,0.0151,70207.37230526455,86108.79,15901.417694735444,1359.30670312003,101.0,0.0,Aprovada,Alice,Aragão,pedro-henrique82@example.com,495.278.610-20,1964-09-19,"Núcleo Emanuella Jesus, 621 Vila Jardim Montanhes 66803663 Pires do Campo / RR",23821831,7.0,Agência Digital,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2015-08-01,Digital
435,873,Isabelly,Sales,duartelais@example.org,PF,2021-05-25 15:15:00 UTC,105.892.673-02,1976-08-17,"Rua Kevin Santos, 39 Custodinha 73653949 Cavalcanti / BA",19148089,159.0,40.0,2011-12-15 22:35:43 UTC,0.0245,61178.42603859188,74835.28,13656.853961408116,4443.3250873567085,17.0,2.0,Aprovada,Bryan,Peixoto,kgomes@example.com,047.931.256-70,1975-08-22,"Rodovia Leonardo da Cunha, 135 Ventosa 29667758 Moreira do Norte / AP",79262-228,8.0,Agência Jardins,"Av. Brg. Faria Lima, 2491 - Jardim Paulistano, São Paulo - SP, 01452-000",São Paulo,SP,2018-01-09,Física
436,931,Stephany,Sales,xmelo@example.org,PF,2020-09-14 14:09:00 UTC,659.037.814-20,2000-11-04,Lagoa Cavalcanti Ouro Preto 47590033 Pinto / MG,62871467,327.0,84.0,2018-03-23 01:07:42 UTC,0.013,88211.73174494378,149873.73,61661.99825505625,1755.4766816991105,82.0,0.0,Enviada,Pietro,Souza,diogo68@example.org,136.078.249-40,1985-03-31,"Sítio Pereira, 2 Baleia 52815-925 da Cruz / PB",92408-486,7.0,Agência Digital,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2015-08-01,Digital
438,89,Ana Beatriz,Silva,pteixeira@example.org,PF,2021-08-26 13:23:00 UTC,529.410.638-89,1956-01-26,"Estrada de Araújo, 55 Maria Helena 78047-637 Silveira / TO",53954-224,133.0,61.0,2013-02-06 06:47:15 UTC,0.0086,17764.23116604422,35204.53,17440.298833955778,575.8743434768903,36.0,5.0,Enviada,Davi Lucca,Carvalho,vcavalcanti@example.net,526.984.013-89,1963-04-27,Recanto Nina da Costa Vila Santa Monica 1ª Seção 23645052 Castro de Fernandes / MA,03745319,4.0,Agência Osasco,"Av. Antônio Carlos Costa, 1000 - Bela Vista, Osasco - SP, 06053-014",Osasco,SP,2013-11-06,Física
439,89,Ana Beatriz,Silva,pteixeira@example.org,PF,2021-08-26 13:23:00 UTC,529.410.638-89,1956-01-26,"Estrada de Araújo, 55 Maria Helena 78047-637 Silveira / TO",53954-224,1338.0,13.0,2016-05-26 10:10:01 UTC,0.0168,1544.231778800641,2686.85,1142.618221199359,42.31312229055154,57.0,2.0,Aprovada,Maria Fernanda,Novaes,milena41@example.net,942.718.605-49,1964-04-13,"Distrito Enrico Souza, 9 Vila Novo São Lucas 51945-621 Gonçalves de Cunha / MS",96640825,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
440,89,Ana Beatriz,Silva,pteixeira@example.org,PF,2021-08-26 13:23:00 UTC,529.410.638-89,1956-01-26,"Estrada de Araújo, 55 Maria Helena 78047-637 Silveira / TO",53954-224,1634.0,40.0,2021-05-31 18:45:33 UTC,0.0096,28144.08988676444,37257.18,9113.090113235567,2023.581689792988,15.0,4.0,Em análise,Bryan,Peixoto,kgomes@example.com,047.931.256-70,1975-08-22,"Rodovia Leonardo da Cunha, 135 Ventosa 29667758 Moreira do Norte / AP",79262-228,8.0,Agência Jardins,"Av. Brg. Faria Lima, 2491 - Jardim Paulistano, São Paulo - SP, 01452-000",São Paulo,SP,2018-01-09,Física
